assay_ID,block,date,plate_ID,External_Treatment,genotype,Selective_marker,stock,coculture_strain,coculture_ID,genotype2,Media,LB_perc,GlcMedia,Mut_to_WT_ratio,glucose,N0_ul,N0_CFU_nx,N0,N0_coculture,N0_gen_to_co_ratio,Nt1_CFU_nx,Nt2_CFU_nx,Nt3_CFU_nx,Nt1_CFU,Nt2_CFU,Nt3_CFU,N0_CFU,Nt1_nx,Nt2_nx,Nt3_nx,Nt1,Nt2,Nt3,environment,CI_range_coculture_strain,CI_range_genotype,fluctuation_volume_t0,culture_volume_final,coculture,D_gen_nx,D_gen_all,D_genotype,D_coculture_strain,D_total,generations,generations_coculture_strain,incubation_mins,m_coculture_strain,m_genotype,m_lower_genotype,m_upper_genotype,mut_fitness_genotype,FlanWarnings,m_lower_coculture_strain,m_upper_coculture_strain,mutation_rate_coculture_strain,mutation_rate_gen_all,mutation_rate_gen_allL,mutation_rate_gen_allU,mutation_rate_gen_nx,mutation_rate_gen_nxL,mutation_rate_gen_nxU,mutation_rate_genotype,mutation_rate_genotype_lower,mutation_rate_genotype_upper,Mutations_per_generation,N_cultures,Nt_gen_all,Nt_gen_nx,Nt_genotype,Nt_coculture_strain,Nt_CV,Nt_dilution_nx,Nt_dilution,Nt_N0_ratio,Nt_SD,Nt_total,sd_m_coculture_strain,sd_m_genotype,Sel_CFU1,Sel_CFU10,Sel_CFU11,Sel_CFU12,Sel_CFU13,Sel_CFU14,Sel_CFU15,Sel_CFU16,Sel_CFU17,Sel_CFU18,Sel_CFU2,Sel_CFU3,Sel_CFU4,Sel_CFU5,Sel_CFU6,Sel_CFU7,Sel_CFU8,Sel_CFU9,Treatment,Weight0,Weight24,Abs_670_res,Abs_670_res1,Abs_670_res2,Abs_670_res3,Abs_670_res4,Layout,MutationFrequency,Oxygen,Notes,w_relative,Experimentor,N0_rep1,N0_rep2,N0_rep3,D_perc_gen,N0_mean_of_3,T_format
RG22_35hpx1_noneControl69166666.6666667,RG22,11/07/2022,RG22_3,Control,hpx,rif,hpx1,none,hpx1_none,hpx1_none,DM,5,n,NA,0,10,NA,3500,NA,NA,NA,NA,NA,4,22,57,28,NA,NA,NA,12300000,67426562.5,174696093.8,5,NA,26.56824664,1250,1225.9375,n,NA,69166666.67,69200000,0,69166666.67,14.56431982,NA,1440,NA,1.782784804,0.656370713,2.909198896,0.973566648,NA,NA,NA,NA,21.02489074,7.74076742,34.30901406,NA,NA,NA,21.02489074,7.74076742,34.30901406,0.122407694,16,84794010.42,NA,84800000,NA,0.79536325,NA,100000,24226.86012,67400000,NA,NA,0.367428008,0,43,4,3,2,4,1,3,9,40,2,48,1,2,0,3,NA,NA,hpx1_none+Controln,242.66,240.35,NA,NA,NA,NA,NA,RG22,121.6182599,+,NA,NA,RG,NA,NA,NA,100,NA,hpx LB
RG22_32.5ancestor1_noneControl179166666.666667,RG22,11/07/2022,RG22_3,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,2.5,n,NA,0,10,NA,7000,NA,NA,NA,NA,NA,67,76,72,56,NA,NA,NA,205000000,232928125,220668750,2.5,NA,16.45072475,1250,1225.9375,n,NA,179166666.7,179000000,0,179166666.7,14.93747324,NA,1440,NA,3.887342712,2.080665428,5.694019996,1.4380802,NA,NA,NA,NA,17.69812615,9.472763778,25.92348853,NA,NA,NA,17.69812615,9.472763778,25.92348853,0.260240983,16,219647135.4,NA,220000000,NA,0.051373772,NA,100000,31378.1622,11300000,NA,NA,0.469695867,10,7,23,2,5,35,10,5,7,14,1,21,15,5,2,3,NA,NA,ancestor1_none+Controln,242.66,240.35,NA,NA,NA,NA,NA,RG22,46.950305,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG22_45hpx1_ancestorControl229166666.666667,RG22,11/07/2022,RG22_4,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,5,n,1,0,20,NA,1687.5,NA,NA,NA,NA,NA,0,0,0,27,NA,NA,NA,0,0,0,5,NA,NA,1250,1218.645833,y,NA,0,0,229166666.7,229166666.7,NA,NA,1440,4.356636621,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,0,NA,NA,NA,100000,0,0,NA,0.472328661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,hpx1_ancestor+Controln,243.01,240,NA,NA,NA,NA,NA,RG22,NA,+,NA,NA,RG,NA,NA,NA,0,NA,hpx + BW25113 LB
RG22_45hpx1_ancestorControl229166666.666667,RG22,11/07/2022,RG22_4,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,5,n,1,0,20,NA,1187.5,NA,NA,NA,NA,NA,95,89,91,19,NA,NA,NA,289000000,271148697.9,277241927.1,5,NA,13.09893126,1250,1218.645833,y,NA,229166666.7,229000000,0,229166666.7,17.84338908,NA,1440,0,4.356636621,2.527547683,6.185725559,1.351562166,NA,NA,NA,NA,15.59992039,9.05045476,22.14938602,NA,NA,NA,15.59992039,9.05045476,22.14938602,0.244159705,17,279273003.5,NA,279000000,NA,0.027212054,NA,100000,235177.2661,7600000,NA,0,0.472328661,6,4,4,7,7,632,25,5,5,1,11,11,11,14,12,13,10,NA,ancestor1_hpx+Controln,243.01,240,NA,NA,NA,NA,NA,RG22,163.8708551,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 + hpx LB
RG22_42.5hpx1_ancestorControl142500000,RG22,11/07/2022,RG22_4,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,2.5,n,1,0,20,NA,1937.5,NA,NA,NA,NA,NA,0,0,0,31,NA,NA,NA,0,0,0,2.5,NA,NA,1250,1218.645833,y,NA,0,0,142500000,142500000,NA,NA,1440,3.598171922,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,0,NA,NA,NA,100000,0,0,NA,0.45839714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,hpx1_ancestor+Controln,243.01,240,NA,NA,NA,NA,NA,RG22,NA,+,NA,NA,RG,NA,NA,NA,0,NA,hpx + BW25113 LB
RG22_42.5hpx1_ancestorControl142500000,RG22,11/07/2022,RG22_4,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,2.5,n,1,0,20,NA,2875,NA,NA,NA,NA,NA,61,49,61,46,NA,NA,NA,186000000,149284114.6,185843489.6,2.5,NA,22.52727313,1250,1218.645833,y,NA,142500000,143000000,0,142500000,15.88231934,NA,1440,0,3.598171922,1.642162235,5.554181609,2.042915043,NA,NA,NA,NA,20.71998983,9.456353267,31.9836264,NA,NA,NA,20.71998983,9.456353267,31.9836264,0.226552045,16,173657031.3,NA,174000000,NA,0.099243057,NA,100000,60402.44565,17200000,NA,0,0.45839714,5,5,5,8,4,2,11,4,45,3,8,2,4,12,5,3,NA,NA,ancestor1_hpx+Controln,243.01,240,NA,NA,NA,NA,NA,RG22,45.34800545,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 + hpx LB
RG22_42.5hpx1_noneControl28333333.3333333,RG22,11/07/2022,RG22_4,Control,hpx,rif,hpx1,none,hpx1_none,hpx1_none,DM,2.5,n,NA,0,10,NA,3875,NA,NA,NA,NA,NA,17,16,1,31,NA,NA,NA,51800000,48745833.33,3046614.583,2.5,NA,16.36012142,1250,1218.645833,n,NA,28333333.33,28300000,0,28333333.33,13.12129532,NA,1440,NA,0.291969497,0.009525919,0.574413076,1.108169184,NA,NA,NA,NA,8.455947992,0.275887284,16.6360087,NA,NA,NA,8.455947992,0.275887284,16.6360087,0.022251576,16,34528298.61,NA,34500000,NA,0.645720541,NA,100000,8910.528674,22300000,NA,NA,0.207805675,0,0,0,0,0,0,0,0,0,0,1,4,0,0,8,1,NA,NA,hpx1_none+Controln,243.01,240,NA,NA,NA,NA,NA,RG22,25.34153246,+,NA,NA,RG,NA,NA,NA,100,NA,hpx LB
RG22_45ancestor1_noneControl215000000,RG22,11/07/2022,RG22_4,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,5,n,NA,0,10,NA,2375,NA,NA,NA,NA,NA,90,86,82,19,NA,NA,NA,274000000,262008854.2,249822395.8,5,NA,16.11802394,1250,1218.645833,n,NA,215000000,215000000,0,215000000,16.75132853,NA,1440,NA,5.850063886,3.738531394,7.961596378,2.153678547,NA,NA,NA,NA,22.32773356,14.26872159,30.38674553,NA,NA,NA,22.32773356,14.26872159,30.38674553,0.349229846,16,262008854.2,NA,262000000,NA,0.037976585,NA,100000,110319.5175,9950000,NA,NA,0.534234203,11,6,11,1,7,15,7,5,7,10,24,8,30,14,9,7,NA,NA,ancestor1_none+Controln,243.01,240,NA,NA,NA,NA,NA,RG22,41.02914779,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG22_45hpx1_noneControl130000000,RG22,11/07/2022,RG22_4,Control,hpx,rif,hpx1,none,hpx1_none,hpx1_none,DM,5,n,NA,0,10,NA,3375,NA,NA,NA,NA,NA,51,44,61,27,NA,NA,NA,155000000,134051041.7,185843489.6,5,NA,14.65998856,1250,1218.645833,n,NA,130000000,130000000,0,130000000,15.5185435,NA,1440,NA,2.478295456,1.317048747,3.639542164,1.25882128,NA,NA,NA,NA,15.64343854,8.313444261,22.97343282,NA,NA,NA,15.64343854,8.313444261,22.97343282,0.159698973,16,158423958.3,NA,158000000,NA,0.134156728,NA,100000,46940.4321,21300000,NA,NA,0.407600134,24,6,3,0,11,31,2,2,17,2,0,4,3,6,9,4,NA,NA,hpx1_none+Controln,243.01,240,NA,NA,NA,NA,NA,RG22,48.91936852,+,NA,NA,RG,NA,NA,NA,100,NA,hpx LB
RG23_12.5hpx1_ancestorControl206666666.666667,RG23,19/07/2022,RG23_1,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,2.5,n,4,0,12.5,NA,1900,2050,0.926829268,NA,NA,NA,0,0,0,19,NA,NA,NA,0,0,0,2.5,NA,NA,1250,1189.270833,y,NA,0,0,206666666.7,206666666.7,NA,NA,1440,6.641289411,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,0,NA,NA,NA,100000,0,0,NA,0.556013844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,hpx1_ancestor+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,NA,+,NA,NA,RG,NA,NA,NA,0,NA,hpx + BW25113 LB
RG23_12.5hpx1_ancestorControl206666666.666667,RG23,19/07/2022,RG23_1,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,2.5,n,4,0,50,NA,2050,1900,1.078947368,NA,NA,NA,89,82,77,82,NA,NA,NA,265000000,243800520.8,228934635.4,2.5,NA,29.98905701,1250,1189.270833,y,NA,206666666.7,207000000,0,206666666.7,16.87139958,NA,1440,0,6.641289411,2.955894626,10.3266842,2.377228948,NA,NA,NA,NA,27.02098668,12.02645817,42.01551518,NA,NA,NA,27.02098668,12.02645817,42.01551518,0.393641878,16,245782638.9,NA,246000000,NA,0.059535577,NA,100000,119893.9702,14600000,NA,0,0.556013844,13,8,8,12,9,6,8,7,14,21,9,8,7,9,8,52,NA,NA,ancestor1_hpx+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,50.60365556,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 + hpx LB
RG23_12.5ancestor1_noneControl197500000,RG23,19/07/2022,RG23_1,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,2.5,n,NA,0,10,NA,10250,NA,NA,NA,NA,NA,92,77,68,82,NA,NA,NA,274000000,228934635.4,202176041.7,2.5,NA,30.97538425,1250,1189.270833,n,NA,197500000,198000000,0,197500000,14.48401842,NA,1440,NA,6.806249596,3.168485143,10.44401405,1.768297872,NA,NA,NA,NA,28.9774392,13.48974708,44.46513133,NA,NA,NA,28.9774392,13.48974708,44.46513133,0.469914453,15,234880989.6,NA,235000000,NA,0.125310062,NA,100000,22915.2185,29400000,NA,NA,0.578703939,31,44,6,12,12,32,10,9,18,9,12,8,11,4,10,NA,NA,NA,ancestor1_none+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,64.71362381,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG23_15hpx1_ancestorControl329166666.666667,RG23,19/07/2022,RG23_1,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,5,n,8,0,11.25,NA,3444.444444,888.8888889,3.875,NA,NA,NA,0,1,0,31,NA,NA,NA,0,2973177.083,0,5,NA,595.8162509,1250,1189.270833,y,NA,833333.3333,833000,328333333.3,329166666.7,8.168555868,NA,1440,7.635926224,0.066666666,0,0.590489074,10,Initialization of 'fitness' with 'GF'-method has failed.,NA,NA,NA,67.26810798,0,595.8162509,NA,NA,NA,67.26810798,0,595.8162509,0.008161377,15,991059.0278,NA,991000,NA,1.414213562,NA,100000,287.7268145,1400000,NA,0.600056165,0.134778839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,hpx1_ancestor+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,67.26810896,+,NA,NA,RG,NA,NA,NA,0.253164557,NA,hpx + BW25113 LB
RG23_15hpx1_ancestorControl329166666.666667,RG23,19/07/2022,RG23_1,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,5,n,8,0,90,NA,888.8888889,3444.444444,0.258064516,NA,NA,NA,142,127,125,64,NA,NA,NA,422000000,377593489.6,371647135.4,5,NA,16.0740457,1250,1189.270833,y,NA,328333333.3,328000000,833333.3333,329166666.7,18.744804,NA,1440,0.066666666,7.635926224,4.497651588,10.77420086,1.517630524,NA,NA,NA,NA,19.55536741,11.51834456,27.59239026,NA,NA,NA,19.55536741,11.51834456,27.59239026,0.407362287,15,390477256.9,NA,390000000,NA,0.057765516,NA,100000,439286.9141,22600000,NA,0.134778839,0.600056165,424,11,32,13,23,7,18,18,6,10,10,14,18,16,22,NA,NA,NA,ancestor1_hpx+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,109.6094567,+,NA,NA,RG,NA,NA,NA,99.74683544,NA,BW25113 + hpx LB
RG23_15hpx1_ancestorControl340000000,RG23,19/07/2022,RG23_1,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,5,n,16,0,10.66666667,NA,2812.5,500,5.625,NA,NA,NA,1,3,0,24,NA,NA,NA,2970000,8919531.25,0,5,NA,80.36776219,1250,1189.270833,y,NA,3333333.333,3330000,336666666.7,340000000,10.46097408,NA,1440,5.869096682,0.133397567,0,0.318596785,0.637035837,NA,NA,NA,NA,33.65025766,0,80.36776219,NA,NA,NA,33.65025766,0,80.36776219,0.012751926,16,3964236.111,NA,3960000,NA,0.935414347,NA,100000,1409.506173,3710000,NA,0.534781094,0.162366971,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,hpx1_ancestor+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,252.2554086,+,NA,NA,RG,NA,NA,NA,0.980392157,NA,hpx + BW25113 LB
RG23_15hpx1_ancestorControl340000000,RG23,19/07/2022,RG23_1,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,5,n,16,0,160,NA,500,2812.5,0.177777778,NA,NA,NA,120,142,142,64,NA,NA,NA,357000000,422191145.8,422191145.8,5,NA,12.64933594,1250,1189.270833,y,NA,336666666.7,337000000,3333333.333,340000000,19.61103866,NA,1440,0.133397567,5.869096682,3.33677649,8.401416875,1.281653579,NA,NA,NA,NA,14.65852853,8.333860563,20.9831965,NA,NA,NA,14.65852853,8.333860563,20.9831965,0.299275157,16,400387847.2,NA,400000000,NA,0.07701163,NA,100000,800775.6944,30800000,NA,0.162366971,0.534781094,19,6,27,748,10,4,21,29,20,6,14,6,8,13,9,17,NA,NA,ancestor1_hpx+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,149.3864023,+,NA,NA,RG,NA,NA,NA,99.01960784,NA,BW25113 + hpx LB
RG23_15hpx1_ancestorControl320833333.333333,RG23,19/07/2022,RG23_1,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,5,n,2,0,15,NA,2416.666667,2666.666667,0.90625,NA,NA,NA,0,0,0,29,NA,NA,NA,0,0,0,5,NA,NA,1250,1189.270833,y,NA,0,0,320833333.3,320833333.3,NA,NA,1440,5.177151841,0.066784535,0,0.57284506,1.590109995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,0,NA,NA,NA,100000,0,0,NA,0.514061089,0.130571685,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,hpx1_ancestor+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,NA,+,NA,NA,RG,NA,NA,NA,0,NA,hpx + BW25113 LB
RG23_15hpx1_ancestorControl320833333.333333,RG23,19/07/2022,RG23_1,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,5,n,2,0,30,NA,2666.666667,2416.666667,1.103448276,NA,NA,NA,153,127,105,64,NA,NA,NA,455000000,377593489.6,312183593.8,5,NA,12.0314642,1250,1189.270833,y,NA,320833333.3,321000000,0,320833333.3,17.12650431,NA,1440,0.066784535,5.177151841,2.881802782,7.472500899,1.70584522,NA,NA,NA,NA,13.56846289,7.552730788,19.58419499,NA,NA,NA,13.56846289,7.552730788,19.58419499,0.302288882,16,381557725.7,NA,382000000,NA,0.152872093,NA,100000,143084.1471,58300000,NA,0.130571685,0.514061089,6,19,55,5,20,5,13,15,6,11,6,15,8,3,3,9,NA,NA,ancestor1_hpx+Controln,242.72,236.89,NA,NA,NA,NA,NA,RG23,32.59664046,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 + hpx LB
RG23_25hpx1_ancestorControl284166666.666667,RG23,19/07/2022,RG23_2,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,5,n,4,0,12.5,NA,1700,975,1.743589744,NA,NA,NA,1,0,2,17,NA,NA,NA,3050000,0,6096354.167,5,NA,0,1250,1219.270833,y,NA,2500000,2500000,281666666.7,284166666.7,10.80819626,NA,1440,5.249442446,0,0,0,1,'mc' does not contain mutants count...,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,16,3048177.083,NA,3050000,NA,0.816496581,NA,100000,1793.045343,2490000,NA,0.516311441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,hpx1_ancestor+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,0,+,NA,NA,RG,NA,NA,NA,0.879765396,NA,hpx + BW25113 LB
RG23_25hpx1_ancestorControl284166666.666667,RG23,19/07/2022,RG23_2,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,5,n,4,0,50,NA,975,1700,0.573529412,NA,NA,NA,115,98,125,39,NA,NA,NA,351000000,298721354.2,381022135.4,5,NA,15.20385517,1250,1219.270833,y,NA,281666666.7,282000000,2500000,284166666.7,18.42617381,NA,1440,0,5.249442446,2.638728029,7.860156863,1.371126599,NA,NA,NA,NA,15.28542573,7.683498151,22.88735332,NA,NA,NA,15.28542573,7.683498151,22.88735332,0.284890531,16,343427951.4,NA,343000000,NA,0.098924577,NA,100000,352233.7963,34000000,NA,0,0.516311441,8,9,10,83,5,4,9,13,19,3,17,29,5,7,14,40,NA,NA,ancestor1_hpx+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,50.04688736,+,NA,NA,RG,NA,NA,NA,99.1202346,NA,BW25113 + hpx LB
RG23_22.5hpx1_ancestorControl158333333.333333,RG23,19/07/2022,RG23_2,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,2.5,n,32,0,10.3125,NA,3393.939394,128.7878788,26.35294118,NA,NA,NA,1,0,0,28,NA,NA,NA,3050000,0,0,2.5,NA,319.5475534,1250,1219.270833,y,NA,833333.3333,833000,157500000,158333333.3,8.2258077,NA,1440,5.627474061,0.139479991,0,0.324679176,3.543863069,NA,NA,NA,NA,137.27548,0,319.5475534,NA,NA,NA,137.27548,0,319.5475534,0.016956388,16,1016059.028,NA,1020000,NA,1.414213562,NA,100000,299.374535,1440000,NA,0.527745879,0.164663503,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,hpx1_ancestor+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,184.5365229,+,NA,NA,RG,NA,NA,NA,0.52631579,NA,hpx + BW25113 LB
RG23_22.5hpx1_ancestorControl158333333.333333,RG23,19/07/2022,RG23_2,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,2.5,n,32,0,330,NA,128.7878788,3393.939394,0.037946429,NA,NA,NA,80,52,57,34,NA,NA,NA,244000000,158505208.3,173746093.8,2.5,NA,21.37527581,1250,1219.270833,y,NA,157500000,158000000,833333.3333,158333333.3,20.5079422,NA,1440,0.139479991,5.627474061,3.575071845,7.679876276,2.847639496,NA,NA,NA,NA,29.30439494,18.61675703,39.99203285,NA,NA,NA,29.30439494,18.61675703,39.99203285,0.274404619,16,192035156.3,NA,192000000,NA,0.193538002,NA,100000,1491096.507,37200000,NA,0.164663503,0.527745879,9,5,11,5,8,18,6,1,3,7,13,7,13,5,17,9,NA,NA,ancestor1_hpx+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,44.58818983,+,NA,NA,RG,NA,NA,NA,99.47368421,NA,BW25113 + hpx LB
RG23_25ancestor1_noneControl273333333.333333,RG23,19/07/2022,RG23_2,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,5,n,NA,0,10,NA,4875,NA,NA,NA,NA,NA,111,102,115,39,NA,NA,NA,338000000,310914062.5,350540364.6,5,NA,15.65402859,1250,1219.270833,n,NA,273333333.3,273000000,0,273333333.3,16.06091829,NA,1440,NA,6.613780598,4.005292199,9.222268997,2.69919836,NA,NA,NA,NA,19.8452695,12.01825521,27.6722838,NA,NA,NA,19.8452695,12.01825521,27.6722838,0.411793428,16,333267361.1,NA,333000000,NA,0.049724105,NA,100000,68362.53561,16600000,NA,NA,0.555287349,13,3,12,17,5,9,4,10,11,6,5,7,23,10,13,18,NA,NA,ancestor1_none+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,31.131161380000002,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
RG23_22.5hpx1_ancestorControl183333333.333333,RG23,19/07/2022,RG23_2,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,2.5,n,16,0,10.66666667,NA,2812.5,265.625,10.58823529,NA,NA,NA,0,1,0,24,NA,NA,NA,0,3048177.083,0,2.5,NA,562.9982995,1250,1219.270833,y,NA,833333.3333,833000,182500000,183333333.3,8.496915406,NA,1440,5.123374492,0.06597898,0,0.572039505,0.622639574,NA,NA,NA,NA,64.93616834,0,562.9982995,NA,NA,NA,64.93616834,0,562.9982995,0.007765051,16,1016059.028,NA,1020000,NA,1.414213562,NA,100000,361.2654321,1440000,NA,0.512373039,0.13007351,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,hpx1_ancestor+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,307.5608714,+,NA,NA,RG,NA,NA,NA,0.454545455,NA,hpx + BW25113 LB
RG23_22.5hpx1_ancestorControl183333333.333333,RG23,19/07/2022,RG23_2,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,2.5,n,16,0,160,NA,265.625,2812.5,0.094444444,NA,NA,NA,73,80,66,34,NA,NA,NA,223000000,243854166.7,201179687.5,2.5,NA,20.39885255,1250,1219.270833,y,NA,182500000,183000000,833333.3333,183333333.3,19.67609272,NA,1440,0.06597898,5.123374492,2.853829499,7.392919485,1.658586488,NA,NA,NA,NA,23.02465057,12.8252243,33.22407685,NA,NA,NA,23.02465057,12.8252243,33.22407685,0.260385767,16,222516927.1,NA,223000000,NA,0.078294193,NA,100000,837710.7843,17400000,NA,0.13007351,0.512373039,16,14,9,8,4,6,5,22,6,9,2,10,25,13,3,37,NA,NA,ancestor1_hpx+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,53.08584904,+,NA,NA,RG,NA,NA,NA,99.54545455,NA,BW25113 + hpx LB
RG23_22.5hpx1_ancestorControl158333333.333333,RG23,19/07/2022,RG23_2,Control,hpx,rif,hpx1,ancestor,hpx1_ancestor,hpx1_ancestor,DM,2.5,n,2,0,15,NA,1750,1416.666667,1.235294118,NA,NA,NA,0,0,0,21,NA,NA,NA,0,0,0,2.5,NA,NA,1250,1219.270833,y,NA,0,0,158333333.3,158333333.3,NA,NA,1440,3.231709643,0.066784535,0,0.57284506,1.590109995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,0,NA,NA,NA,100000,0,0,NA,0.443146458,0.130571685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,hpx1_ancestor+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,NA,+,NA,NA,RG,NA,NA,NA,0,NA,hpx + BW25113 LB
RG23_22.5hpx1_ancestorControl158333333.333333,RG23,19/07/2022,RG23_2,Control,ancestor,rif,ancestor1,hpx,hpx1_ancestor,ancestor1_hpx,DM,2.5,n,2,0,30,NA,1416.666667,1750,0.80952381,NA,NA,NA,67,63,60,34,NA,NA,NA,204000000,192035156.3,182890625,2.5,NA,22.9179086,1250,1219.270833,y,NA,158333333.3,158000000,0,158333333.3,17.05612377,NA,1440,0.066784535,3.231709643,1.01954459,5.443874696,1.424363259,NA,NA,NA,NA,16.74016731,5.281213009,28.19912161,NA,NA,NA,16.74016731,5.281213009,28.19912161,0.18947503500000001,16,193051215.3,NA,193000000,NA,0.045275396,NA,100000,136271.4461,8740000,NA,0.130571685,0.443146458,1,5,5,30,6,4,6,6,4,9,32,3,4,2,35,3,NA,NA,ancestor1_hpx+Controln,242.81,239.86,NA,NA,NA,NA,NA,RG23,50.18098429,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 + hpx LB
RG23_32.5ancestor1_noneControl180833333.333333,RG23,19/07/2022,RG23_3,Control,ancestor,rif,ancestor1,none,ancestor1_none,ancestor1_none,DM,2.5,n,NA,0,10,NA,3875,NA,NA,NA,NA,NA,64,77,76,31,NA,NA,NA,195000000,234769791.7,231720833.3,2.5,NA,16.42626937,1250,1219.583333,n,NA,180833333.3,181000000,0,180833333.3,15.79649314,NA,1440,NA,4.431766767,2.620431207,6.243102327,1.331224505,NA,NA,NA,NA,20.09494991,11.88181523,28.30808459,NA,NA,NA,20.09494991,11.88181523,28.30808459,0.280553837,17,220541319.4,NA,221000000,NA,0.081659194,NA,100000,56913.88889,18000000,NA,NA,0.474879422,432,5,5,5,14,17,1,22,4,5,15,10,6,9,11,17,8,NA,ancestor1_none+Controln,240.31,237.39,NA,NA,NA,NA,NA,RG23,156.2999093,+,NA,NA,RG,NA,NA,NA,100,NA,BW25113 LB
